,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,sex_2,race_2,race_3
8808,8916,1,2,2,2,19.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,891602,8916,1,2,1991,891602,1.0,3,2,-7,-7,55000,-7,-7,65000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,1,1,3,0,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,0
8810,8920,1,2,2,2,16.0,20.0,11,-4,-4,-4,-4,-4,-5,-5,-4,-4,892002,8920,1,1,1991,892002,1.0,3,-7,-7,-7,50000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,2,3,1,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,0,0
8811,8920,1,2,2,2,16.0,20.0,11,-4,-4,-4,-4,-4,-5,-5,-4,-4,892003,8920,1,1,1999,892003,1.0,-7,-7,-7,-7,20000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,1,2,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,21,28.0,16.0,0,0,0
8824,8934,1,2,1,2,20.0,23.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,893402,8934,1,1,1983,893402,2.0,3,-7,-7,-7,67000,-7,-7,61000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,4,2,3,2,3,3,2,3,5,9,37,30.0,16.0,0,0,0
8830,8940,1,2,2,3,28.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,894001,8940,1,2,1990,894001,1.0,-7,-7,-7,-7,36000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,3,0,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,0,0
8831,8940,1,2,2,3,28.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,894002,8940,1,1,1991,894002,1.0,1,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,0,0
8832,8940,1,2,2,3,28.0,26.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,894003,8940,1,2,1996,894003,1.0,2,-7,-7,-7,6000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4,0,0,0,0,0,0,3,0,0,0,0,1,1,2,2,2,1,4,2,2,2,1,2,-7,-7,23,26.0,17.0,1,0,0
8835,8942,1,2,1,3,27.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,894203,8942,1,1,1994,894203,1.0,-7,-7,-7,-7,0,-7,-7,-7,-7,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,2,2,1,2,1,2,2,1,2,4,-7,26,23.0,16.0,0,0,0
8836,8942,1,2,1,3,27.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,894204,8942,1,2,1997,894204,2.0,2,-7,-7,-7,3000,-7,-7,-2,-7,2.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3,0,0,3,0,0,1,3,0,0,0,0,2,2,2,1,3,2,4,2,2,3,1,2,-7,2,23,34.0,16.0,1,0,0
8837,8942,1,2,1,3,27.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,894205,8942,1,2,1999,894205,2.0,-7,-7,-7,-7,100,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,21,28.0,16.0,1,0,0
8840,8944,1,2,2,2,20.0,21.0,10,-4,-4,-4,-4,-4,-4,-5,-4,-4,894402,8944,1,1,1990,894402,2.0,3,-7,-7,-7,39000,-7,-7,20000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,0,0
8842,8946,1,2,3,3,19.0,25.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,894601,8946,1,2,1983,894601,1.0,3,-7,-7,-7,34220,-7,-7,64850,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,2,2,1,3,5,-7,37,34.0,13.0,1,0,0
8847,8948,1,2,3,3,20.0,25.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,894804,8948,1,1,1992,894804,1.0,-7,-7,-7,-7,48000,-7,-7,0,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,0
8848,8948,1,2,3,3,20.0,25.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,894805,8948,1,2,1993,894805,1.0,-7,-7,-7,-7,19000,-7,-7,40000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,28.0,16.0,1,0,0
8859,8956,1,2,-5,-5,20.0,20.0,-5,-5,-5,-5,-5,-5,7,-4,-4,-4,895601,8956,1,1,1975,895601,2.0,-7,-7,-7,-7,25000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,45,28.0,16.0,0,0,0
8860,8956,1,2,-5,-5,20.0,20.0,-5,-5,-5,-5,-5,-5,7,-4,-4,-4,895602,8956,1,2,1979,895602,1.0,-7,-7,-7,-7,15000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,3,0,0,1,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,1,0,0
8865,8962,2,2,2,3,30.0,30.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,896201,8962,2,1,1978,896201,1.0,1,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,2,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,42,28.0,16.0,0,1,0
8869,8965,1,2,2,2,19.0,21.0,-5,-5,-5,-5,-5,-5,10,-4,-4,-4,896502,8965,1,1,1994,896502,2.0,-7,-7,-7,-7,28000,-7,-7,-7,-7,1.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,3,2,3,2,4,2,3,3,1,2,5,10,26,30.0,15.0,0,0,0
8872,8967,1,2,-5,-5,20.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,896701,8967,1,2,1979,896701,1.0,-7,-7,-7,-7,50000,-7,-7,26000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,41,28.0,16.0,1,0,0
8874,8967,1,2,-5,-5,20.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,896703,8967,1,2,1983,896703,2.0,-7,-7,-7,-7,-2,-2,-7,-7,-7,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,3,3,2,3,2,3,3,3,3,7,-7,37,26.0,13.0,1,0,0
8876,8967,1,2,-5,-5,20.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,896705,8967,1,2,1986,896705,2.0,3,-7,-7,-7,32000,-7,-7,37000,-7,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,3,3,3,3,2,2,3,-7,-7,35,27.0,17.0,1,0,0
8878,8969,1,2,1,1,20.0,27.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,896901,8969,1,1,1987,896901,2.0,-7,-7,-7,-7,25000,-7,-7,-7,-7,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,3,3,3,2,2,-7,1,33,27.0,18.0,0,0,0
8881,8969,1,2,1,1,20.0,27.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,896904,8969,1,1,1993,896904,1.0,1,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,0,0,0
8885,8974,2,2,2,3,22.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,897402,8974,2,1,1991,897402,2.0,2,-7,-7,-7,4000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,1,0,1,1,0,2,2,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,1,0
8886,8974,2,2,2,3,22.0,25.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,897403,8974,2,1,2000,897403,2.0,4,2,-7,-7,11000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,3,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,28.0,16.0,0,1,0
8892,8982,2,2,4,2,20.0,19.0,10,-4,-4,-4,-4,-4,-4,-4,16,16,898201,8982,2,1,1990,898201,2.0,3,-7,-7,-7,35000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,3,2,2,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,1,0
8893,8985,2,2,4,3,21.0,21.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,898501,8985,2,2,1983,898501,1.0,1,-7,-7,-7,30000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,3,2,3,2,3,2,1,3,7,9,37,35.0,13.0,1,1,0
8897,8996,2,2,3,4,30.0,29.0,-5,-5,-5,-5,-5,-5,7,-5,-5,-5,899603,8996,2,2,1990,899603,2.0,-7,-7,-7,-7,35000,-7,-7,10000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,1,3,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,1,0
8906,9012,2,2,2,3,22.0,26.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,901201,9012,2,1,1975,901201,1.0,-7,-7,-7,-7,37000,-7,-7,29000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,46,28.0,16.0,0,1,0
8907,9018,2,2,2,3,18.0,26.0,9,-4,-4,-4,-4,-4,-4,-4,-5,-5,901801,9018,2,2,1983,901801,3.0,1,-7,-7,-7,0,-7,-7,45000,-7,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,2,1,3,1,1,2,2,3,5,-7,38,35.0,14.0,1,1,0
8908,9019,2,2,1,2,22.0,22.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,901901,9019,2,1,1983,901901,1.0,-7,-7,-7,-7,45000,-7,-7,40000,-2,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,1,0,0,1,1,0,0,0,0,1,1,3,1,3,1,4,1,3,4,1,3,7,3,37,28.0,16.0,0,1,0
8910,9019,2,2,1,2,22.0,22.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,901903,9019,2,2,1991,901903,3.0,-7,-7,-7,-7,65000,-7,-7,65000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,1,1,0
8914,9023,2,2,3,3,26.0,26.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,902302,9023,2,1,1990,902302,1.0,2,-7,-7,-7,-2,2,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,3,0,3,2,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,28.0,16.0,0,1,0
8918,9029,2,2,1,2,17.0,19.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,902901,9029,2,2,1995,902901,1.0,1,-7,-7,-7,38000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,3,3,2,2,3,2,2,5,-7,25,26.0,16.0,1,1,0
8919,9033,2,2,2,2,28.0,30.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,903301,9033,2,1,1982,903301,1.0,-7,-7,-7,-7,91000,-7,-7,80000,-7,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,3,2,2,2,2,6,-2,38,28.0,14.0,0,1,0
8924,9037,2,2,2,2,20.0,23.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,903701,9037,2,2,1982,903701,2.0,-7,-7,-7,-7,0,-7,-7,50000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,4,3,4,3,2,2,1,4,5,9,38,36.0,13.0,1,1,0
8927,9038,2,2,1,2,27.0,27.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,903801,9038,2,2,1978,903801,1.0,-7,-7,-7,-7,10500,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,2,2,1,2,1,2,3,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2,42,28.0,16.0,1,1,0
8928,9038,2,2,1,2,27.0,27.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,903802,9038,2,2,1995,903802,2.0,-7,-7,-7,-7,5000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,2,2,2,3,6,-7,25,28.0,17.0,1,1,0
8931,9040,2,2,1,2,21.0,21.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,904003,9040,2,2,1991,904003,1.0,-7,-7,-7,-7,15000,-7,-7,95000,65000,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,3,1,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,1,1,0
8937,9045,2,2,2,2,20.0,25.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,904503,9045,2,2,1992,904503,2.0,2,-7,-7,-7,49000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,28.0,16.0,1,1,0
8940,9048,2,2,1,2,20.0,22.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,904802,9048,2,2,1979,904802,3.0,2,2,-7,-7,23000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,1,0,1,1,3,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,41,28.0,16.0,1,1,0
8942,9048,2,2,1,2,20.0,22.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,904804,9048,2,1,1983,904804,2.0,-7,-7,-7,-7,50000,-7,20000,-2,-7,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,2,2,2,3,7,3,37,28.0,17.0,0,1,0
8944,9048,2,2,1,2,20.0,22.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,904806,9048,2,2,1987,904806,1.0,-7,-7,-7,-7,28000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,2,2,2,2,-7,9,33,36.0,13.0,1,1,0
8946,9050,2,2,3,3,30.0,30.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,905002,9050,2,2,1979,905002,1.0,2,2,2,-7,30000,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,3,2,3,0,2,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,41,28.0,16.0,1,1,0
8950,9057,2,2,3,4,27.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,905702,9057,2,2,1987,905702,2.0,2,-7,-7,-7,42000,-7,-7,-7,-7,1.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,3,2,2,3,2,2,3,-7,3,33,35.0,16.0,1,1,0
8951,9057,2,2,3,4,27.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,905703,9057,2,1,1991,905703,1.0,-7,-7,-7,-7,204398,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,29,28.0,16.0,0,1,0
8952,9057,2,2,3,4,27.0,20.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,905704,9057,2,2,1993,905704,2.0,-7,-7,-7,-7,5000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,26,28.0,16.0,1,1,0
8959,9063,2,2,2,2,24.0,22.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,906302,9063,2,2,1979,906302,1.0,-7,-7,-7,-7,-2,3,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2,41,28.0,16.0,1,1,0
8960,9064,2,2,1,2,19.0,29.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,906401,9064,2,2,1978,906401,1.0,2,-7,-7,-7,-1,-7,-7,-1,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-7,0,0,0,0,0,0,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,42,28.0,16.0,1,1,0
8965,9065,2,2,2,3,19.0,27.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,906502,9065,2,1,1986,906502,1.0,1,3,-7,-7,38000,-7,-7,0,-7,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,3,1,3,1,3,1,2,2,2,3,-7,9,34,28.0,15.0,0,1,0
8967,9067,2,2,3,3,22.0,29.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,906702,9067,2,2,1987,906702,2.0,1,-7,-7,-7,90000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,1,2,2,4,2,2,2,1,3,-7,3,33,34.0,13.0,1,1,0
8968,9067,2,2,3,3,22.0,29.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,906703,9067,2,2,1995,906703,2.0,1,3,-7,-7,25000,-7,-7,-7,-7,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,3,2,3,2,3,3,1,2,7,-7,24,26.0,18.0,1,1,0
8969,9070,2,2,2,3,30.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-5,-5,907001,9070,2,2,1986,907001,1.0,2,1,-7,-7,20000,-7,-7,40000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,2,1,4,2,3,2,1,3,-7,-7,34,35.0,13.0,1,1,0
8971,9070,2,2,2,3,30.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-5,-5,907003,9070,2,2,1994,907003,2.0,-7,-7,-7,-7,30000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,4,1,4,1,4,2,1,2,4,-7,26,31.0,15.0,1,1,0
